company_name,year_founded,Industries,hq,zipcode,description,operating_status,cb_rank,funding_status,funding_date,funding_type,ipo_status,estimated_revenue,num_employees,num_funding_rounds,total_funding,top_investors,num_investors,operating_status_binary,num_employees_cat,clean_name,city,state,country
Space Elements,2021,"Aerospace, Satellite Communication, Software","Nashville, Tennessee, United States",37203,Space Elements is a company that researches and develops space exploration technology.,Active,89441,Seed,2022-09-08,Angel,Private,0,10-Jan,3,700000,Ira Bell,1,1,10-Jan,SPACE ELEMENTS,Nashville,Tennessee,United States
Reliable MicroSystems,2016,"Electronics, Industrial, Industrial Manufacturing, Manufacturing","Franklin, Tennessee, United States",37067,"Reliable MicroSystems specializes in microelectronic design, modelling, simulation, and electronics for space and defense applications.",Active,1454034,0,0,0,Private,0,11-50,0,0,0,0,1,11-50,RELIABLE MICROSYSTEMS,Franklin,Tennessee,United States
HackBama,2017,"Digital Marketing, Information Technology, Security","Huntsville, Alabama, United States",35805,"Hackbama is an information security company that provides vulnerability analysis, penetration testing, and digital forensics services.",Active,2572967,0,0,0,Private,0,11-50,0,0,0,0,1,11-50,HACKBAMA,Huntsville,Alabama,United States
Engenix,2018,"Artificial Intelligence (AI), Machine Learning, Service Industry, Software, Training, Virtual Reality","Huntsville, Alabama, United States",35805,Engenix provides service for defense and space manufacturing.,Active,2057558,0,2021-09-01,Non-equity Assistance,Private,Less than $1M,10-Jan,1,0,gbeta,1,1,10-Jan,ENGENIX,Huntsville,Alabama,United States
ATRX,2021,Aerospace,"Huntsville, Alabama, United States",35803,Space Planes - The Future of Launch,Active,2671928,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,ATRX,Huntsville,Alabama,United States
Interstellar Technologies Corporation,2015,"Aerospace, Space Travel","Huntsville, Alabama, United States",35802,"Interstellar rapidly delivers innovative and high performing aerospace solutions through bold, decisive and inspiring actions",Active,1791468,0,2019-09-01,Non-equity Assistance,Private,$1M to $10M,10-Jan,1,0,Creative Destruction Lab (CDL),1,1,10-Jan,INTERSTELLAR TECHNOLOGIES,Huntsville,Alabama,United States
Underground Refuses Systems,2015,"Information Technology, Robotics, Transportation","Kissimmee, Florida, United States",34741,Underground Refuses Systems is a technology to reshape solid waste management.,Active,977971,0,0,0,Private,0,0,0,0,0,0,1,,UNDERGROUND REFUSES SYSTEMS,Kissimmee,Florida,United States
Startup Space,2018,"Communities, Consulting, Information Technology, Internet","Dunedin, Florida, United States",34698,"Connect Startups, Entrepreneurs & Small Businesses in local online communities for peer support, expert help, & a sandbox to incubate ideas",Active,2109437,0,0,0,Private,Less than $1M,10-Jan,0,0,0,0,1,10-Jan,STARTUP SPACE,Dunedin,Florida,United States
Economic Impact Catalyst,2018,"Information Technology, Knowledge Management, Software","Dunedin, Florida, United States",34697,"Economic Impact Catalyst is an economic development platform that provides market research, impact reporting, and advocacy services.",Active,571035,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,ECONOMIC IMPACT CATALYST,Dunedin,Florida,United States
Analytica Biosciences,2023,"Biotechnology, Health Care, Information Technology","Naples, Florida, United States",34109,Analytica Biosciences develops tools to assist academic and institutional researchers discover novel therapies to diseases.,Active,172930,Seed,0,Seed,Private,0,10-Jan,1,10000,0,0,1,10-Jan,ANALYTICA BIOSCIENCES,Naples,Florida,United States
Elite Jets,2016,"Aerospace, Air Transportation, Rental","Naples, Florida, United States",34104,Elite Jets is a jet charter company that provides charter revenue programs and aircraft management services.,Active,1872445,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,ELITE JETS,Naples,Florida,United States
Space-Tech,2020,"Artificial Intelligence (AI), Computer Vision, Machine Learning, Robotics, Software Engineering","Fort Myers, Florida, United States",33913,"Space-Tech is a space technology company specializing in computer vision, AI, and ML systems.",Active,694270,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,SPACE-TECH,Fort Myers,Florida,United States
Viirtue,2018,"Information Technology, Software, Telecommunications","St. Petersburg, Florida, United States",33705,Wholesale Cloud Services Distributor Serving 140k+ Subscribers Across the US&CA.,Active,13829,Early Stage Venture,2023-03-07,Series A,Private,$1M to $10M,51-100,1,10800000,Ballast Point Ventures,1,1,51-100,VIIRTUE,St. Petersburg,Florida,United States
Accutrieve,2018,"Information Services, Information Technology","Tampa, Florida, United States",33647,"Accutrieve realizes improvements in speed, accuracy, workflow, security, space utilization, and user ergonomics.",Active,383447,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,ACCUTRIEVE,Tampa,Florida,United States
Newgentek,2017,"Cloud Computing, Digital Signage, Information Services, Information Technology, IT Infrastructure, Network Hardware, Point of Sale","Tampa, Florida, United States",33634,"managed it services, it infrastructure, workplace technology, conference rooms, huddle space, microsoft partner",Active,533536,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,NEWGENTEK,Tampa,Florida,United States
Special Applications Group,2016,Information Technology,"Tampa, Florida, United States",33619,Special Applications Group is a defense & space company that offers special operations and first response services.,Active,635521,0,0,0,Private,$10M to $50M,101-250,0,0,0,0,1,101-250,SPECIAL APPLICATIONS GROUP,Tampa,Florida,United States
GuardianSat,2019,Satellite Communication,"Tampa, Florida, United States",33612,GuardianSat is a revolutionary company with critical patents focuses on orbital asset protection,Active,123981,0,2024-01-24,Non-equity Assistance,Private,0,10-Jan,2,273000,America's Seed Fund,1,1,10-Jan,GUARDIANSAT,Tampa,Florida,United States
Celestar Holdings Corporation,2015,"Education, Information Technology","Tampa, Florida, United States",33610,Celestar Holdings Corporation is a defense & space company offering intelligence training services.,Active,313422,0,0,0,Private,$1M to $10M,101-250,0,0,0,0,1,101-250,CELESTAR HOLDINGS,Tampa,Florida,United States
Miles Space,2016,Aerospace,"Tampa, Florida, United States",33607,Miles Space is an aerospace company providing spacecraft propulsion and communications services.,Active,147982,M&A,2020-06-05,Grant,Private,$1M to $10M,10-Jan,3,100000,"Creative Destruction Lab (CDL), NASA, Florida Venture Forum",3,1,10-Jan,MILES SPACE,Tampa,Florida,United States
EGLAVATOR,2017,"CRM, Information Technology, Software","Boca Raton, Florida, United States",33487,"Technology Accelerator, Office Space & Incubator",Active,749030,0,0,0,Private,Less than $1M,11-50,0,0,0,0,1,11-50,EGLAVATOR,Boca Raton,Florida,United States
Manufacturefy,2018,"Artificial Intelligence (AI), Information Technology, Internet, Manufacturing, Software","Palm Beach, Florida, United States",33480,Connecting creators directly with manufacturers across all industries and scales around the world.,Active,185848,Seed,2019-01-01,Seed,Private,Less than $1M,10-Jan,1,50000,0,0,1,10-Jan,MANUFACTUREFY,Palm Beach,Florida,United States
Milcasa Store,2018,"Building Material, E-Commerce, Manufacturing","Lake Worth, Florida, United States",33461,"Milcasa Store manufactures modern door hardware, including hinges, handles, and locks for sliding, barn, and swinging doors.",Active,322660,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,MILCASA STORE,Lake Worth,Florida,United States
PROXDIS,2020,"Health Care, Hospital, Information Technology, Medical, Medical Device, Software","Boca Raton, Florida, United States",33432,"A healthcare collaboration company, uniting healthcare professionals and life science partners with a modern mobile app clinical experience.",Active,1262707,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,PROXDIS,Boca Raton,Florida,United States
Launchspace,2016,"Aerospace, Space Travel","Boca Raton, Florida, United States",33431,"Launchspace has patented solutions to remove orbital debris that threatens astronauts, satellites and the International Space Station.",Active,114334,0,2021-09-08,Equity Crowdfunding,Private,Less than $1M,11-50,1,329254,Mirza Canada,1,1,11-50,LAUNCHSPACE,Boca Raton,Florida,United States
Mircod,2015,"Artificial Intelligence (AI), Biotechnology, Health Care, Information Technology, Internet of Things, Medical Device, Product Design, Robotics, Sensor, Software","Boca Raton, Florida, United States",33431,Internet of Things as a Service. Rapid prototyping of hardware and software related IoT systems.,Active,126303,Seed,2018-01-01,Seed,Private,$1M to $10M,101-250,3,2250000,"Elvira Fainshtein, Michael Fainshtein, Yaron Adler, Oded Federbusch, Ori Sharoni",6,1,101-250,MIRCOD,Boca Raton,Florida,United States
MyOfficeBot,2018,Information Technology,"Sunrise, Florida, United States",33323,"MyOfficeBot built on a ""fixed price, fixed timeline, fixed outcome"" business model, has gained recognition in the RPA space.",Active,2680074,M&A,0,0,Private,0,0,0,0,0,0,1,,MYOFFICEBOT,Sunrise,Florida,United States
KOIN Network,2017,"Cryptocurrency, Information Technology, Marketplace","Fort Lauderdale, Florida, United States",33301,"KOIN Network is a NFT marketplace that provides space for featuring, marketing, buying, and selling NFTs.",Active,3244761,0,0,0,Private,0,11-50,0,0,0,0,1,11-50,KOIN NETWORK,Fort Lauderdale,Florida,United States
Nexis Network,2021,"Blockchain, Information Technology, Web3","Miami, Florida, United States",33162,A public layer-1 blockchain foundation for the decentralization of an Artificial Intelligence ecosystem.,Active,40638,Seed,2024-04-04,Seed,Private,0,11-50,2,4500000,"Castrum Capital, Metavest Capital",2,1,11-50,NEXIS NETWORK,Miami,Florida,United States
Digital Golgi,2018,"Analytics, Big Data, Blockchain, Cryptocurrency, Information Technology, Software","Coral Gables, Florida, United States",33143,The Bloomberg Terminal For Cryptocurrencies,Closed,3037875,0,0,0,Private,0,10-Jan,0,0,0,0,0,10-Jan,DIGITAL GOLGI,Coral Gables,Florida,United States
PartsHawk,2020,"Artificial Intelligence (AI), Automotive, E-Commerce, Internet, Machine Learning, Retail, Retail Technology","Miami, Florida, United States",33143,eCommerce startup changing the way you buy auto parts online.,Active,870979,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,PARTSHAWK,Miami,Florida,United States
Data Science Salon,2016,"Artificial Intelligence (AI), Big Data, Information Technology","Miami, Florida, United States",33137,"Unique vertical focused conference which grew into the most diverse community of sr data science, ML and other technical data specialists.",Active,1009109,0,0,0,Private,0,0,0,0,0,0,1,,DATA SCIENCE SALON,Miami,Florida,United States
Avenue Z,2023,"Artificial Intelligence (AI), Blockchain, Consumer Goods, Cryptocurrency, Media and Entertainment, Real Estate, Space Travel, Venture Capital","Miami, Florida, United States",33137,Avenue Z is an Integrated communication strategies through the convergence of public relations & digital media.,Active,602416,0,0,0,Private,$1M to $10M,51-100,0,0,0,0,1,51-100,AVENUE Z,Miami,Florida,United States
Auso Tech,2021,"Consulting, Information and Communications Technology (ICT), Information Technology","Miami, Florida, United States",33133,"Auso Tech provides networking, consulting, and managed IT services.",Active,3075151,0,0,0,Private,0,11-50,0,0,0,0,1,11-50,AUSO TECH,Miami,Florida,United States
"Space-Eyes, LLC",2021,"Information Services, Information Technology, Logistics, Software","Miami, Florida, United States",33132,"Space-Eyes gathers LEO sensor imagery and performs multi-sensor fusion, threat and contextual analytics automatically.",Active,579231,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,"SPACE-EYES,",Miami,Florida,United States
3i3Signature,2021,"Aerospace, Consulting, Space Travel","Miami, Florida, United States",33131,3i3Signature is an aerospace consulting company that specializes in space travel.,Active,2358572,0,0,0,Private,$1M to $10M,10-Jan,0,0,0,0,1,10-Jan,3I3SIGNATURE,Miami,Florida,United States
Emorejay Software,2024,"Artificial Intelligence (AI), Information Technology, Software, Web Development","Miami, Florida, United States",33131,"Emorejay Software drives business success with innovative web, mobile, and AI-driven marketing SaaS solutions.",Active,669869,0,0,0,Private,0,11-50,0,0,0,0,1,11-50,EMOREJAY SOFTWARE,Miami,Florida,United States
Aclaro,2018,"Analytics, Big Data, Blockchain, FinTech, Information Technology, Marketing, Software","Miami, Florida, United States",33130,"Predictive Analytics, Block Chain, Fin Tech, Health Tech",Active,2759887,Seed,2018-06-15,Seed,Private,Less than $1M,10-Jan,1,0,0,0,1,10-Jan,ACLARO,Miami,Florida,United States
Space Made Media,2018,"Advertising, Blockchain, Consulting, Information Technology","Miami, Florida, United States",33127,Public Relations Agency with niche focus in the blockchain technology sector,Active,3022474,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,SPACE MADE MEDIA,Miami,Florida,United States
Timeline,2016,"Fashion, Information Technology, iOS, SaaS, Software, Web Design","Pompano Beach, Florida, United States",33069,"Suite of visual collaboration tools for designers, developers, and their clients.",Active,683903,0,0,0,Private,$10M to $50M,10-Jan,0,0,0,0,1,10-Jan,TIMELINE,Pompano Beach,Florida,United States
Eta Space,2019,"Aerospace, Test and Measurement","Rockledge, Florida, United States",32955,Eta Space provides cryogenic solutions for space and earth.,Active,124253,0,2023-05-15,Grant,Private,$1M to $10M,11-50,1,197884,US Department of Energy,1,1,11-50,ETA SPACE,Rockledge,Florida,United States
X-lumin,2019,"Laser, Optical Communication, Satellite Communication","Merritt Island, Florida, United States",32953,"X-lumin provides ground-to-space laser communication, optical wireless communication, and space situational awareness.",Active,513557,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,X-LUMIN,Merritt Island,Florida,United States
OrbitsEdge,2018,"Aerospace, Analytics, Commercial, Data Center","Cocoa Beach, Florida, United States",32931,OrbitsEdge provides the first commercial access to datacenter-grade computing and analytics in orbit.,Active,153674,Seed,2021-12-13,Seed,Private,0,10-Jan,1,250000,Newchip Accelerator,1,1,10-Jan,ORBITSEDGE,Cocoa Beach,Florida,United States
Vaya Space,2017,"Aerospace, Manufacturing, Transportation","Cocoa, Florida, United States",32926,Vaya Space is a sustainable aviation and aerospace company producing rockets for low-reach orbit.,Active,19951,0,2023-01-18,Venture - Series Unknown,Private,$10M to $50M,51-100,4,36416772,Capital Q® Ventures Inc.,1,1,51-100,VAYA SPACE,Cocoa,Florida,United States
IO Aircraft,2016,"Aerospace, Air Transportation, Manufacturing","Kissimmee, Florida, United States",32920,IO Aircraft is a manufacturer of aircraft and air taxis for the aerospace and space industries.,Active,1792563,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,IO AIRCRAFT,Kissimmee,Florida,United States
Starfighters Space,2022,"Aerospace, Air Transportation, Space Travel","Cape Canaveral, Florida, United States",32920,Starfighters Space launches commercial space activities.,Active,36876,Seed,0,Seed,Private,0,10-Jan,11,9151100,0,0,1,10-Jan,STARFIGHTERS SPACE,Cape Canaveral,Florida,United States
Eagle Lake Laboratories,2020,"Computer, Information Technology, Network Security, Software","Palm Bay, Florida, United States",32905,Eagle Lake Laboratories is a Florida based engineering corporation.,Active,123459,M&A,2020-03-23,Seed,Private,Less than $1M,10-Jan,1,930000,0,0,1,10-Jan,EAGLE LAKE LABORATORIES,Palm Bay,Florida,United States
Tomahawk Robotics,2018,"Military, Product Design, Robotics, Software","Melbourne, Florida, United States",32901,Tomahawk Robotics creates safe robotic solutions for unmanned systems in stressful and harsh environments.,Active,57082,M&A,2022-01-01,Venture - Series Unknown,Private,$1M to $10M,51-100,3,2400000,"Techstars, Mosley Ventures, Service Provider Capital, Scout Ventures, Naples Technology Ventures",7,1,51-100,TOMAHAWK ROBOTICS,Melbourne,Florida,United States
Space Perspective,2019,"Aerospace, Space Travel, Tourism","Merritt Island, Florida, United States",32899,Space Perspective is a space travel company that provides an accessible carbon-neutral spaceflight experience.,Active,4570,0,2024-02-02,Venture - Series Unknown,Private,$10M to $50M,101-250,6,65083333,"Trinity Capital, Gaingels, 1517 Fund, Prime Movers Lab, Base Ventures",17,1,101-250,SPACE PERSPECTIVE,Merritt Island,Florida,United States
"IoT Logistics, LLC",2018,"Aerospace, Blockchain, Environmental Consulting, Environmental Engineering, Information and Communications Technology (ICT), Internet of Things, Logistics, Space Travel, STEM Education, Web3","Orlando, Florida, United States",32839,"IoT Logistics, LLC is an emerging technology integration service provider and incubator. We are a government contracting qualified entity.",Active,3212886,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,"IOT LOGISTICS,",Orlando,Florida,United States
Space Domain Awareness,2019,"Aerospace, Sensor","Orlando, Florida, United States",32826,Space Domain Awareness provides a space object tracking system.,Active,146556,0,2021-11-30,Grant,Private,Less than $1M,10-Jan,1,256000,National Science Foundation,1,1,10-Jan,SPACE DOMAIN AWARENESS,Orlando,Florida,United States
AI Exosphere,2021,"Consulting, Content Creators, Information Technology, Marketing","Orlando, Florida, United States",32801,AI Exosphere provides technology and online space for entrepreneurs to increase accessibility and scalability in the online marketplace.,Active,2746751,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,AI EXOSPHERE,Orlando,Florida,United States
Neoware Studios,2018,"Apps, Augmented Reality, Blockchain, Coworking, Information Technology, Internet, Shopping Mall, Software, Web Development","Oviedo, Florida, United States",32765,"Neoware is a business development studio that provides turn-key business solutions specializing space, technology, events, and marketing.",Active,1926003,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,NEOWARE STUDIOS,Oviedo,Florida,United States
VRMarket Data,2016,"Analytics, Information Technology","Santa Rosa Beach, Florida, United States",32459,"VRMarket Data, doing business as Key Data Dashboard, provides data and analytic tools for the vacation rental space.",Active,162386,0,2018-04-30,Venture - Series Unknown,Private,0,10-Jan,1,2000000,0,0,1,10-Jan,VRMARKET DATA,Santa Rosa Beach,Florida,United States
Modularity Space,2016,"Aerospace, Industrial","Daytona Beach, Florida, United States",32114,Modularity Space is a modular reusable satellite developing company.,Active,681225,0,2022-05-16,Venture - Series Unknown,Private,$1M to $10M,11-50,3,0,"Starburst Accelerator, VU Venture Partners, Nex Cubed",3,1,11-50,MODULARITY SPACE,Daytona Beach,Florida,United States
Dustoff Technologies,2016,"Artificial Intelligence (AI), Construction, IT Infrastructure, Project Management","Saint Augustine, Florida, United States",32084,"DUSTOFF Technologies offers IT solutions in health info, cyber security, and big data, focusing on federal projects.",Active,796215,0,0,0,Private,$1M to $10M,10-Jan,0,0,0,0,1,10-Jan,DUSTOFF TECHNOLOGIES,Saint Augustine,Florida,United States
D12 Commercial Interiors,2017,"Furniture, Manufacturing, Product Design","Athens, Georgia, United States",30606,"D12 Interiors offers turnkey interior solutions, including cabinets, furniture, countertops, and shower systems.",Active,315841,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,D12 COMMERCIAL INTERIORS,Athens,Georgia,United States
"Cyclo Technologies, Inc.",2022,Aerospace,"Roswell, Georgia, United States",30075,Space Electronics Design,Active,1712964,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,"CYCLO TECHNOLOGIES,",Roswell,Georgia,United States
Maptician,2018,"Facility Management, Information Technology, Software","Alpharetta, Georgia, United States",30009,Maptician provides office space and facilities management software for businesses of any size.,Active,72069,Seed,2023-12-29,Seed,Private,$1M to $10M,10-Jan,2,3143000,"Invest Nebraska, Nebraska Angel Network, Nelnet, Bryson Koehler",4,1,10-Jan,MAPTICIAN,Alpharetta,Georgia,United States
NthLine Solutions,2015,"Cloud Data Services, Consulting, Information Technology, Robotic Process Automation (RPA)","Alpharetta, Georgia, United States",30004,"NthLine Solutions is a consulting agency that provides robotic process automation, project consultation, and cloud services.",Active,1603651,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,NTHLINE SOLUTIONS,Alpharetta,Georgia,United States
<Tuple>,2019,"Artificial Intelligence (AI), Bioinformatics, Biotechnology, Cloud Computing, Information Technology, Software","Charlotte, North Carolina, United States",28210,Technology firm providing expert consulting and research services.,Active,900875,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,<TUPLE>,Charlotte,North Carolina,United States
Resume Sieve,2020,"Artificial Intelligence (AI), Human Resources, Recruiting, Software","Charlotte, North Carolina, United States",28204,Resume Sieve is a developer of tools designed to disrupt traditional recruiting models while providing a space for recruiters.,Active,131771,0,2021-02-22,Debt Financing,Private,0,11-50,1,365000,0,0,1,11-50,RESUME SIEVE,Charlotte,North Carolina,United States
I.F. Armor International,2019,"Commercial, Manufacturing, Security","Shelby, North Carolina, United States",28152,I.F. Armor International is a defense and space manufacturing company that offers build-to-print metal fabrication services.,Active,1614717,0,0,0,Private,$10M to $50M,101-250,0,0,0,0,1,101-250,I.F. ARMOR INTERNATIONAL,Shelby,North Carolina,United States
Laravel Wizard,2019,"Information Technology, Software","Raleigh, North Carolina, United States",27615,Laravel Wizard is a group of certified developers with one goal i.e. world-class Laravel development.,Active,1665139,0,0,0,Private,0,11-50,0,0,0,0,1,11-50,LARAVEL WIZARD,Raleigh,North Carolina,United States
AXE,2020,"Aerospace, Air Transportation, CleanTech, GreenTech, Manufacturing, Transportation","Greensboro, North Carolina, United States",27410,Efficient Mobility Technologies,Active,3062843,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,AXE,Greensboro,North Carolina,United States
Dot Drives Software,2017,"Blogging Platforms, Business Development, Information Technology, Non Profit, SaaS, Software, Training","Lynchburg, Virginia, United States",24503,Dot Drives is a software develpoment company.,Active,134308,0,2022-12-15,Grant,Private,$10M to $50M,10-Jan,1,75000,Virginia Venture Partners,1,1,10-Jan,DOT DRIVES SOFTWARE,Lynchburg,Virginia,United States
Psionic,2016,"Aerospace, Automotive, Information Technology, Software","Hampton, Virginia, United States",23666,Psionic is a technology company that develops lidar technology for autonomous space vehicles.,Active,93953,0,2021-11-29,Venture - Series Unknown,Private,$1M to $10M,11-50,3,2650000,0,0,1,11-50,PSIONIC,Hampton,Virginia,United States
Warehowz,2019,"Information Technology, Logistics, Warehousing","Richmond, Virginia, United States",23229,Warehowz develops a warehousing platform for storage and fulfillment services.,Active,50038,Seed,2023-09-15,Seed,Private,$1M to $10M,10-Jan,3,4544633,0,0,1,10-Jan,WAREHOWZ,Richmond,Virginia,United States
Data Friendly Space,2015,"Analytics, Artificial Intelligence (AI), Information Technology","Williamsburg, Virginia, United States",23185,"Data Friendly Space is an information technology company that offers AI-powered technology, digital tools, and effective methodologies.",Active,559752,0,0,0,Private,$1M to $10M,101-250,0,0,0,0,1,101-250,DATA FRIENDLY SPACE,Williamsburg,Virginia,United States
Caf2Code,2017,"Construction, Consulting, Enterprise Resource Planning (ERP), Information Technology, Manufacturing, Packaging Services, Plastics and Rubber Manufacturing, Project Management, Software, Technical Support","Harrisonburg, Virginia, United States",22801,"Caf2Code is an IT consultancy specializing in ERP implementation, dynamics 365 finance, technical/solution architects, and support services.",Active,615937,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,CAF2CODE,Harrisonburg,Virginia,United States
"Traderware, Inc",2021,"Artificial Intelligence (AI), Blockchain, EdTech, FinTech, SaaS","Alexandria, Virginia, United States",22308,"We are a technology development company creating unique and powerful SaaS products in the Fintech, Edtech and AI space.",Active,548083,0,0,0,Private,0,51-100,0,0,0,0,1,51-100,"TRADERWARE,",Alexandria,Virginia,United States
Scout Space,2019,"Aerospace, Cloud Computing, Geospatial, Satellite Communication, Software, Space Travel","Reston, Virginia, United States",22303,"Scout is developing orbital products and services to enable a new era of space safety, transparency, and improved Space Domain Awareness.",Active,100340,Seed,2024-05-03,Debt Financing,Private,$1M to $10M,11-50,13,355000,"Techstars, Leonid Capital Partners, Luminate, Air Force Research Laboratory, MassChallenge",18,1,11-50,SCOUT SPACE,Reston,Virginia,United States
Raytheon Intelligence & Space,2020,"Cyber Security, Information Technology, IT Management, Sensor, Software","Arlington, Virginia, United States",22209,"Raytheon Intelligence & Space specializes in developing advanced sensors, cyber services and software solutions.",Closed,3519570,0,0,0,Private,0,10001+,0,0,0,0,0,10001+,RAYTHEON INTELLIGENCE & SPACE,Arlington,Virginia,United States
Umbra,2015,"Aerospace, Geospatial, Image Recognition, Information Technology, Satellite Communication, Software","Arlington, Virginia, United States",22209,Cutting edge space systemsfrom refined mission solutions to best-in-class data,Active,9736,Early Stage Venture,2022-12-07,Series B,Private,$100M to $500M,101-250,6,119629967,"Crosscut Ventures, DARPA, Champion Hill Ventures, Starbridge Venture Capital, 7BC Venture Capital",18,1,101-250,UMBRA,Arlington,Virginia,United States
Axta Space,2022,"Aerospace, Communications Infrastructure, Optical Communication","Arlington, Virginia, United States",22207,Axta Space delivers optical solutions for space communications.,Active,1563598,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,AXTA SPACE,Arlington,Virginia,United States
Sheeva.AI,2016,"Artificial Intelligence (AI), Automotive, Electric Vehicle, Fleet Management, Parking, Retail Technology, Transportation","Alexandria, Virginia, United States",22182,Sheeva.AI has developed an in-car payments solution that introduces vehicle location-based services to monetize the driver experience.,Active,37343,Early Stage Venture,2023-01-19,Series A,Private,$1M to $10M,11-50,11,11837000,"Techstars, Reynolds and Reynolds, Pegasus Tech Ventures, Poppe + Potthoff, Linden Capital",9,1,11-50,SHEEVA.AI,Alexandria,Virginia,United States
SpaceLink,2020,"Aerospace, Internet, Telecommunications","Mclean, Virginia, United States",22102,"Accelerating a new age of space commerce, security and environmental awareness.",Active,1438197,0,0,0,Private,Less than $1M,11-50,0,0,0,0,1,11-50,SPACELINK,Mclean,Virginia,United States
InSrv,2020,"Data Center, Data Storage, Database, Information Technology","Mclean, Virginia, United States",22102,InSrv is a provider of deployment programs for hyper scalers and colocation data center providers.,Active,3186248,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,INSRV,Mclean,Virginia,United States
Fairwinds Technologies,2016,"Infrastructure, Manufacturing, Wireless","Annapolis, Maryland, United States",21403,"Fairwinds Technologies is a defense and space manufacturing company that offers engineering, field service, and interactive training.",Active,714900,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,FAIRWINDS TECHNOLOGIES,Annapolis,Maryland,United States
Ardent Privacy,2016,"Cloud Security, Cyber Security, Data Governance, Information Technology, Privacy, SaaS, Software","Catonsville, Maryland, United States",21228,Ardent is enterprise data security startup focusing on data minimization for GDPR. Reduce your data and reduce your business risk.,Active,133289,Seed,2020-07-24,Pre-Seed,Private,Less than $1M,11-50,1,200000,0,0,1,11-50,ARDENT PRIVACY,Catonsville,Maryland,United States
Homies,2015,"Apps, Information Technology, Messaging","Baltimore, Maryland, United States",21224,"A housing platform that allows customers to list rooms for free, find roommates & send messages all from the safety and security of an app.",Active,180138,Seed,2016-02-15,Seed,Private,Less than $1M,10-Jan,1,750000,0,0,1,10-Jan,HOMIES,Baltimore,Maryland,United States
Creators Label,2016,"Information Technology, Manufacturing, Retail, Software","Manchester, Maryland, United States",21102,A platform for Creators by Creators.,Active,1558689,Seed,2018-11-12,Seed,Private,0,10-Jan,1,0,0,0,1,10-Jan,CREATORS LABEL,Manchester,Maryland,United States
QuoLab Technologies,2019,"Cyber Security, Information Technology, Software","Columbia, Maryland, United States",21046,"QuoLab provides a security operations platform (SOP) empowering users to track, manage, visualize and action cyber threats.",Active,1593756,Seed,2022-03-30,Seed,Private,$1M to $10M,11-50,1,0,TEDCO,1,1,11-50,QUOLAB TECHNOLOGIES,Columbia,Maryland,United States
Kythera Space Solutions,2015,"Satellite Communication, Software","Bethesda, Maryland, United States",20814,Kythera Space Solutions is a software firm providing dynamic management systems for next-generation satellite payloads and SATCOM networks,Active,1627383,0,0,0,Private,0,11-50,0,0,0,0,1,11-50,KYTHERA SPACE SOLUTIONS,Bethesda,Maryland,United States
Castellum,2019,"Information Services, Information Technology","Bethesda, Maryland, United States",20814,"Castellum is a defense-oriented technology company which is executing strategic acquisitions in the cyber security, information technology.",Active,2714613,IPO,2024-01-25,Post-IPO Equity,Public,$10M to $50M,101-250,4,10220000,Live Oak Bank,1,1,101-250,CASTELLUM,Bethesda,Maryland,United States
Aeronautics Risk Advisors,2023,"Aerospace, Air Transportation, Asset Management, Insurance, Intelligent Systems, Risk Management, Space Travel","Reston, Virginia, United States",20190,"Aeronautics Risk Advisors (ARA) helps the aerospace industry secure reliable insurance products to protect assets while in air, and space.",Active,2508672,Seed,0,Pre-Seed,Private,0,10-Jan,1,0,0,0,1,10-Jan,AERONAUTICS RISK ADVISORS,Reston,Virginia,United States
