year,company_name,amount,state_code,category
2018,TACTICAL ENGINEERING ANALYSIS,1740328.46,CA,Traditional Contractors
2019,TACTICAL ENGINEERING ANALYSIS,2208106.84,CA,Traditional Contractors
2019,TACTICAL ENGINEERING ANALYSIS,14678388.3,CA,Traditional Contractors
2019,TACTICAL ENGINEERING ANALYSIS,4874294.37,CA,Traditional Contractors
2019,TACTICAL ENGINEERING ANALYSIS,548326.73,CA,Traditional Contractors
2019,TACTICAL ENGINEERING ANALYSIS,5038858.72,CA,Traditional Contractors
2019,TACTICAL ENGINEERING ANALYSIS,3413211.94,CA,Traditional Contractors
2019,TACTICAL ENGINEERING ANALYSIS,3583560.32,CA,Traditional Contractors
2019,TACTICAL ENGINEERING ANALYSIS,2258473.44,CA,Traditional Contractors
2019,TACTICAL ENGINEERING ANALYSIS,3485138.64,CA,Traditional Contractors
2019,TACTICAL ENGINEERING ANALYSIS,5107896.91,CA,Traditional Contractors
2020,TACTICAL ENGINEERING ANALYSIS,41496079.15,CA,Traditional Contractors
2020,TACTICAL ENGINEERING ANALYSIS,17319615.7,CA,Traditional Contractors
2018,TAI ANN,124558,CA,Traditional Contractors
2022,TAIYANG RESEARCH,800000,FL,Traditional Contractors
2019,TAO OF SYSTEMS INTEGRATION,17366,VA,Traditional Contractors
2019,TAU TECHNOLOGIES,149847.45,NM,Traditional Contractors
2023,TAYLOR DEFENSE PRODUCTS,1865567.96,MS,Traditional Contractors
2018,TDA RESEARCH,750000,CO,Traditional Contractors
2018,TDA RESEARCH,269257.8,CO,Traditional Contractors
2018,TDA RESEARCH,750000,CO,Traditional Contractors
2018,TDA RESEARCH,750000,CO,Traditional Contractors
2018,TDA RESEARCH,124994,CO,Traditional Contractors
2018,TDA RESEARCH,124991,CO,Traditional Contractors
2019,TDA RESEARCH,824969,CO,Traditional Contractors
2020,TDA RESEARCH,124998,CO,Traditional Contractors
2020,TDA RESEARCH,124999,CO,Traditional Contractors
2020,TDA RESEARCH,124999,CO,Traditional Contractors
2020,TDA RESEARCH,124998,CO,Traditional Contractors
2017,TDC ACQUISITION HOLDINGS,20000,AL,Traditional Contractors
2019,TEAM,124993,RI,Traditional Contractors
2020,TEAM,124357,RI,Traditional Contractors
2020,TEAM,248385,WA,Traditional Contractors
2020,TECH4IMAGING,124988,OH,Traditional Contractors
2022,TECH4IMAGING,362499,OH,Traditional Contractors
2021,TECH7 CONSULTING,0,CO,Traditional Contractors
2015,TECHFLOW,70752,CA,Traditional Contractors
2018,TECHNICAL DATA ANALYSIS,124744,VA,Traditional Contractors
2018,TECHNOLOGY AND COMMUNICATIONS SYSTEMS,3891877.74,FL,Traditional Contractors
2018,TECHNOLOGY IN BLACKSBURG,122242,VA,Traditional Contractors
2019,TECHNOLOGY IN BLACKSBURG,749811,VA,Traditional Contractors
2019,TECHNOLOGY SERVICE,3000000,VA,Traditional Contractors
2022,TECHNOLOGY SERVICE,33554546.76,VA,Traditional Contractors
2016,TECHNOLOGY UNLIMITED GROUP,113149.16,CA,Traditional Contractors
2018,TECHNOLOGY UNLIMITED GROUP,0,CA,Traditional Contractors
2018,TECHNOLOGY UNLIMITED GROUP,0,CA,Traditional Contractors
2021,TECHNOLOGY UNLIMITED GROUP,3500,CA,Traditional Contractors
2021,TECHNOLOGY UNLIMITED GROUP,0,CA,Traditional Contractors
2018,TECHNOVARE SYSTEMS,124493,CA,Traditional Contractors
2018,TECHX,854979,CO,Traditional Contractors
2020,TECHX,99999,CO,Traditional Contractors
2024,TECMASTERS,141455.31,AL,Traditional Contractors
2024,TECMASTERS,10000,AL,Traditional Contractors
2023,TECOLOTE RESEARCH,0,CA,Traditional Contractors
2023,TECOLOTE RESEARCH,11115240.51,CA,Traditional Contractors
2024,TECOLOTE RESEARCH,1000000,CA,Traditional Contractors
2023,TELEDYNE BROWN ENGINEERING,108512,AL,Traditional Contractors
2024,TELEDYNE BROWN ENGINEERING,10000,AL,Traditional Contractors
2021,TELEDYNE DIGITAL IMAGING US,311175,NJ,Traditional Contractors
2021,TELEDYNE ENERGY SYSTEMS,2446955,MD,Traditional Contractors
2020,TELEDYNE FLIR SURVEILLANCE,560037.6,MA,Traditional Contractors
2018,TELEDYNE INSTRUMENTS,101069,NH,Traditional Contractors
2020,TELEDYNE SCIENTIFIC AND IMAGING,249992,CA,Traditional Contractors
2021,TELEDYNE SCIENTIFIC AND IMAGING,2238243,CA,Traditional Contractors
2020,TENSOR INNOVATION PARTNERS,124836,FL,Traditional Contractors
2018,TENTGUILD ENGINEERING,124975,CO,Traditional Contractors
2019,TENTGUILD ENGINEERING,124981,CO,Traditional Contractors
2020,TENTGUILD ENGINEERING,124960,CO,Traditional Contractors
2018,TERENTIEV ALEXANDRE,121686,CA,Traditional Contractors
2019,TERENTIEV ALEXANDRE,839914,CA,Traditional Contractors
2018,TETHERS UNLIMITED,749890,WA,Traditional Contractors
2018,TETHERS UNLIMITED,2430528,WA,Traditional Contractors
2018,TETHERS UNLIMITED,749977,WA,Traditional Contractors
2018,TETHERS UNLIMITED,249969,WA,Traditional Contractors
2018,TETHERS UNLIMITED,124074,WA,Traditional Contractors
2019,TETHERS UNLIMITED,49990,WA,Traditional Contractors
2019,TETHERS UNLIMITED,124989,WA,Traditional Contractors
2019,TETHERS UNLIMITED,124962,WA,Traditional Contractors
2019,TETHERS UNLIMITED,742604,WA,Traditional Contractors
2019,TETHERS UNLIMITED,124900,WA,Traditional Contractors
2019,TETHERS UNLIMITED,124937,WA,Traditional Contractors
2019,TETHERS UNLIMITED,124987,WA,Traditional Contractors
2020,TETRA RESEARCH,250000,VT,Traditional Contractors
2020,TETRA RESEARCH,124999,VT,Traditional Contractors
2023,TEXAS AM ENGINEERING EXPERIMENT STATION,2000000,TX,Traditional Contractors
2018,TEXAS RESEARCH INSTITUTE AUSTIN,1124986,TX,Traditional Contractors
2019,TEXAS RESEARCH INSTITUTE AUSTIN,749994,TX,Traditional Contractors
2020,TEXAS RESEARCH INSTITUTE AUSTIN,124996,TX,Traditional Contractors
2020,TEXAS TECH UNIVERSITY SYSTEM,5323554,TX,Traditional Contractors
2020,TEXTRON SYSTEMS,2974857.69,MD,Traditional Contractors
2020,TEXTRON SYSTEMS,28963.59,MD,Traditional Contractors
2020,TEXTRON SYSTEMS,0,MD,Traditional Contractors
2021,TEXTRON SYSTEMS,590173,MD,Traditional Contractors
2021,TEXTRON SYSTEMS,2374072.58,MD,Traditional Contractors
2021,TEXTRON SYSTEMS,2206597.8,MD,Traditional Contractors
2021,TEXTRON SYSTEMS,861812.31,MD,Traditional Contractors
2021,TEXTRON SYSTEMS,4475599.99,MD,Traditional Contractors
2022,TEXTRON SYSTEMS,599954.35,MD,Traditional Contractors
2022,TEXTRON SYSTEMS,599954.94,MD,Traditional Contractors
2022,TEXTRON SYSTEMS,255786.35,MD,Traditional Contractors
2022,TEXTRON SYSTEMS,999962.5,MD,Traditional Contractors
2022,TEXTRON SYSTEMS,2450465.88,MD,Traditional Contractors
2022,TEXTRON SYSTEMS,280015.27,MD,Traditional Contractors
2022,TEXTRON SYSTEMS,420279.35,MD,Traditional Contractors
2022,TEXTRON SYSTEMS,61802.14,MD,Traditional Contractors
2022,TEXTRON SYSTEMS,1205086.36,MD,Traditional Contractors
2022,TEXTRON SYSTEMS,284690.49,MD,Traditional Contractors
2023,TEXTRON SYSTEMS,2370463,MD,Traditional Contractors
2023,TEXTRON SYSTEMS,36709,MD,Traditional Contractors
2023,TEXTRON SYSTEMS,971655,MD,Traditional Contractors
2023,TEXTRON SYSTEMS,0,MD,Traditional Contractors
2023,TEXTRON SYSTEMS,1548930,MD,Traditional Contractors
2023,TEXTRON SYSTEMS,2879306.68,MD,Traditional Contractors
2023,TEXTRON SYSTEMS,1188333.33,MD,Traditional Contractors
2018,TGV ROCKETS,124093,DC,Traditional Contractors
2018,TGV ROCKETS,122528,DC,Traditional Contractors
2019,THE AEROSPACE CORPORATION,784188.54,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,2900001.05,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,69735.67,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,3482767.58,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,1761624.07,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,2069628.57,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,149951.07,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,2059557.59,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,46846.92,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,1909829.17,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,1579730.57,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,663694.98,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,159606.15,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,40740.57,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,89257.56,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,249863.97,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,103456.2,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,518277.39,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,400835.3,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,39745.92,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,53832.97,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,69916.34,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,143489805.7,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,300270.4,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,73453,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,80434.68,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,72484.44,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,85206.42,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,2807056.68,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,90921.83,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,714321.73,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,1376501.41,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,1974499.38,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,359494.41,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,18060609.18,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,25000,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,74967.8,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,48617.33,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,17621473.28,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,7371795.44,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,162883.63,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,20358.65,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,34941.75,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,1896595,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,39524,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,40776.55,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,21668.02,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,59335.2,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,283702.56,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,73894.3,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,212450.7,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,78996,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,74423,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,83062.95,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,0,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,619210.63,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,2171859.44,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,359108.53,CA,Traditional Contractors
2019,THE AEROSPACE CORPORATION,2176588.43,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,101099014.8,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,982485.3,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,14822.89,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,2463399.98,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,134627.35,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,70547.56,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,561863.15,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,338020.67,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,193150.73,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,1369919.58,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,66098.72,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,275769.76,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,43749.56,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,29580.26,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,411786.6,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,2857.01,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,100750,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,46930.5,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,110168.15,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,310789.99,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,791268,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,104099.72,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,174411.27,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,1329881.25,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,47754.86,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,24533.46,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,259550.85,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,226000,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,250627.15,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,70360.82,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,1712653.76,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,211620.18,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,1977246.53,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,27019.52,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,118295,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,355631.19,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,17534.55,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,599863.97,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,4890.8,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,489932.76,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,59938.9,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,19987.9,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,77406.19,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,99624.53,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,446444.76,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,128735379.9,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,503068.07,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,103094.9,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,245956.81,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,2130263.82,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,11923.9,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,73461.53,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,2023111.15,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,453019.02,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,94037.54,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,70297.55,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,628519.76,CA,Traditional Contractors
2020,THE AEROSPACE CORPORATION,99933,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,27959,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,732162.01,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,520799,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,199946.27,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,247276.05,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,207188.79,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,66376.49,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,49028,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,1499105,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,250348,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,321002,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,59816.54,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,48419.99,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,767069,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,149825.21,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,543166,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,103574,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,46011.71,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,1019000,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,117562,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,900000,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,340794,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,178147.91,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,125903.64,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,2668054.96,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,271729.34,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,149724.44,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,295845.76,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,295424.49,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,2968992,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,2462273.51,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,606000,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,3178396.39,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,175680,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,228203.01,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,681596,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,69065.78,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,782526.87,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,252898.7,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,30684.34,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,28284.58,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,102222,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,179528,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,149925.77,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,215486.36,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,116799.57,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,110586,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,170614,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,628248.91,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,39345.45,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,92378,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,252294,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,541571.08,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,89574,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,98034,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,281913,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,56675,CA,Traditional Contractors
2021,THE AEROSPACE CORPORATION,164892.7,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,2390860.11,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,594179.89,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,186475.83,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,199998.55,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,7838678.58,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,24270.96,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,249846.91,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,59896.98,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,171907.38,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,64808.09,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,30077.58,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,118806.87,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,777735.79,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,208457,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,4183.36,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,1161417.68,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,27207,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,174161,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,1786108,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,77800.42,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,882028.94,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,91844,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,35907.29,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,495015.87,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,549781.62,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,2344649.82,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,2219140,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,3118931.79,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,619972,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,173111.52,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,53770,CA,Traditional Contractors
2022,THE AEROSPACE CORPORATION,1393253.57,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,1133062,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,799663.05,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,322132.99,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,4503417.08,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,709784.97,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,302560.09,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,304018.35,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,1098079,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,303778,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,50645.04,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,1078740.46,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,39939.25,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,9830.26,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,1301556.72,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,99747,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,3962434.08,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,297365.48,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,199347.52,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,900000,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,106869.59,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,77158.32,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,766509.32,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,39967.27,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,699769.59,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,132725.9,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,778770,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,706821,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,768740.03,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,95841.79,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,19250.74,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,420509.22,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,498131.75,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,1795247.68,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,276603.62,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,64789.92,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,2851549.41,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,1875470.68,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,392832,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,7605858.3,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,481265.39,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,216922,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,20055.36,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,270763.26,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,116503,CA,Traditional Contractors
2023,THE AEROSPACE CORPORATION,942093.8,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,640975.42,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,50000,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,151271.68,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,151380.01,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,300000,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,218088,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,310000,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,36976.04,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,124800,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,4972.02,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,47459.17,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,613176.52,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,202257.9,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,378406.46,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,380804.41,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,11458.79,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,19539.54,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,425000,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,373414.24,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,30344.08,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,140576,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,362000,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,4192000,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,747901,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,59941.84,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,165240.34,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,134359,CA,Traditional Contractors
2024,THE AEROSPACE CORPORATION,1916439.92,CA,Traditional Contractors
